small vehicle,large vehicle,minibus,hatchback,sedan,bus,minivan,truck,van,jeep,cement mixer,dedicated agricultural vehicle,tanker,crane truck,pickup,light truck,prime mover,red,black,blue,silver/grey,white,other,yellow,green,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents
22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706,22706
37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281,37281
28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158,28158
16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447,16447
23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766,23766
22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001
25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488,25488
35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557,35557
18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936,18936
32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002,32002
22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963,22963
21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975,21975
39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260,39260
25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716
28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737,28737
11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631,11631
12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473,12473
25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299,25299
39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411,39411
26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128
36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646,36646
30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033
26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691,26691
28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864,28864
23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537,23537
11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714,11714
12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839,12839
29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650,29650
14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812,14812
18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471,18471
18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538,18538
16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582,16582
16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217
11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266,11266
14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518,14518
33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911,33911
32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542,32542
25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713
18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247,18247
11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438,11438
37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253,37253
24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414,24414
31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407,31407
25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128,25128
19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213,19213
37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027,37027
28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355,28355
20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633,20633
14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978,14978
19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463,19463
10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256,10256
24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184,24184
18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030,18030
37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466,37466
26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134,26134
22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711,22711
14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719,14719
20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275,20275
29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423,29423
10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615,10615
35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308,35308
33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045,33045
10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122,10122
19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049,19049
31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354,31354
30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081
25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859,25859
28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981,28981
19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406
34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538,34538
38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359,38359
21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264,21264
26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038,26038
22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976,22976
11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381,11381
14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567,14567
20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109,20109
35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747,35747
38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249,38249
19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161,19161
18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220,18220
30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157,30157
14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062,14062
30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375,30375
26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486,26486
19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247
26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065,26065
36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379,36379
11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849
34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240,34240
11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735,11735
23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083,23083
14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887,14887
19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978,19978
14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608,14608
20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065,20065
24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655,24655
14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903,14903
18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125,18125
37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211,37211
11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997,11997
24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803,24803
22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108,22108
24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466,24466
21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625,21625
25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823
18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597,18597
33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691,33691
21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763,21763
38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330,38330
16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233
31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118,31118
10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396,10396
20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053,20053
39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402,39402
19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234
24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886,24886
16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101,16101
31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742,31742
18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838
35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191,35191
37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452,37452
20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566
38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912,38912
